Call_ID,new_id,Customer_Id,Agent,Date_Of_Call,Time_Of_Call,Resolved,Answered,Topic,Speed_of_answer_in_seconds,Duration,Satisfaction_rating,end_call
233,190721,1907-UBQFC,Stewart,1/5/2021,9:25:55 AM,0,1,Contract related,68,3:29,5,9:29:24 AM
234,65135,6513-EECDB,Greg,1/5/2021,9:25:55 AM,1,1,Payment related,67,4:14,5,9:30:09 AM
235,70749,7074-IEVOJ,Joe,1/5/2021,9:33:07 AM,1,1,Technical Support,36,1:07,5,9:34:14 AM
236,962517,9625-QSTYE,Stewart,1/5/2021,9:33:07 AM,0,0,Streaming,,,,9:33:07 AM
237,475026,4750-ZRXIU,Becky,1/5/2021,10:00:29 AM,1,1,Technical Support,33,2:30,1,10:02:59 AM
238,64002,6400-BWQKW,Dan,1/5/2021,10:00:29 AM,1,1,Contract related,113,1:59,5,10:02:28 AM
239,668023,6680-WKXRZ,Greg,1/5/2021,10:49:26 AM,1,1,Contract related,106,6:19,3,10:55:45 AM
240,70284,7028-DVOIQ,Joe,1/5/2021,10:49:26 AM,1,1,Streaming,23,4:59,3,10:54:25 AM
241,420821,4208-UFFGW,Joe,1/5/2021,11:31:12 AM,0,0,Streaming,,,,11:31:12 AM
242,944818,9448-REEVD,Greg,1/5/2021,11:31:12 AM,1,1,Payment related,11,4:42,1,11:35:54 AM
243,911719,9117-SHLZX,Greg,1/5/2021,11:41:17 AM,1,1,Contract related,73,4:45,5,11:46:02 AM
244,988920,9889-TMAHG,Dan,1/5/2021,11:41:17 AM,1,1,Admin Support,109,4:49,5,11:46:06 AM
245,454118,4541-RMRLG,Martha,1/5/2021,11:49:55 AM,1,1,Payment related,29,4:14,4,11:54:09 AM
246,315813,3158-MOERK,Dan,1/5/2021,11:49:55 AM,0,0,Streaming,,,,11:49:55 AM
247,729420,7294-TMAOP,Becky,1/5/2021,11:49:55 AM,1,1,Admin Support,81,1:14,4,11:51:09 AM
248,89196,8919-FYFQZ,Greg,1/5/2021,11:49:55 AM,1,1,Contract related,59,3:52,1,11:53:47 AM
249,283410,2834-JRTUA,Becky,1/5/2021,12:00:00 PM,1,1,Streaming,32,6:29,4,12:06:29 PM
250,587525,5875-YPQFJ,Martha,1/5/2021,12:00:00 PM,1,1,Admin Support,116,0:42,4,12:00:42 PM
251,664617,6646-QVXLR,Diane,1/5/2021,12:12:58 PM,1,1,Payment related,92,1:55,5,12:14:53 PM
252,86039,8603-IJWDN,Greg,1/5/2021,12:12:58 PM,1,1,Streaming,62,6:02,5,12:19:00 PM
253,936924,9369-XFEHK,Joe,1/5/2021,1:04:48 PM,1,1,Payment related,83,1:53,5,1:06:41 PM
254,38429,3842-IYKUE,Joe,1/5/2021,1:04:48 PM,1,1,Admin Support,71,2:31,3,1:07:19 PM
255,664124,6641-XRPSU,Greg,1/5/2021,1:59:31 PM,0,1,Admin Support,74,4:32,3,2:04:03 PM
256,13744,1374-DMZUI,Joe,1/5/2021,1:59:31 PM,1,1,Technical Support,96,5:46,4,2:05:17 PM
257,83575,8357-EQXFO,Diane,1/5/2021,2:42:43 PM,1,1,Admin Support,110,1:41,1,2:44:24 PM
258,198916,1989-PRJHP,Jim,1/5/2021,2:42:43 PM,0,1,Streaming,110,2:38,3,2:45:21 PM
259,95245,9524-EGPJC,Dan,1/5/2021,3:18:43 PM,1,1,Technical Support,117,3:03,4,3:21:46 PM
260,699315,6993-OHLXR,Becky,1/5/2021,3:18:43 PM,1,1,Admin Support,44,5:53,3,3:24:36 PM
261,881824,8818-XYFCQ,Diane,1/5/2021,3:20:10 PM,1,1,Contract related,47,6:02,4,3:26:12 PM
262,469522,4695-VADHF,Greg,1/5/2021,3:20:10 PM,1,1,Admin Support,97,1:16,3,3:21:26 PM
263,38639,3863-IUBJR,Greg,1/5/2021,3:31:41 PM,1,1,Streaming,67,2:39,4,3:34:20 PM
264,482218,4822-RVYBB,Diane,1/5/2021,3:31:41 PM,1,1,Streaming,72,6:48,3,3:38:29 PM
265,84362,8436-BJUMM,Becky,1/5/2021,3:31:41 PM,1,1,Contract related,68,4:21,3,3:36:02 PM
266,418420,4184-TJFAN,Joe,1/5/2021,3:31:41 PM,1,1,Payment related,98,6:22,5,3:38:03 PM
267,414521,4145-UQXUQ,Joe,1/5/2021,3:37:26 PM,1,1,Streaming,120,0:56,3,3:38:22 PM
268,994825,9948-YPTDG,Dan,1/5/2021,3:37:26 PM,1,1,Payment related,13,2:33,1,3:39:59 PM
269,123623,1236-WFCDV,Jim,1/5/2021,3:44:38 PM,1,1,Admin Support,95,1:47,5,3:46:25 PM
270,488317,4883-QICIH,Martha,1/5/2021,3:44:38 PM,1,1,Payment related,31,0:42,5,3:45:20 PM
271,83299,8329-IBCTI,Dan,1/5/2021,4:06:14 PM,1,1,Streaming,113,6:22,3,4:12:36 PM
272,127119,1271-SJBGZ,Martha,1/5/2021,4:06:14 PM,1,1,Technical Support,116,4:40,3,4:10:54 PM
273,566919,5669-SRAIP,Martha,1/5/2021,4:16:19 PM,0,1,Admin Support,94,5:29,5,4:21:48 PM
274,59819,5981-ITEMU,Martha,1/5/2021,4:16:19 PM,0,1,Admin Support,51,4:42,4,4:21:01 PM
275,694116,6941-PMGEP,Diane,1/5/2021,4:27:50 PM,1,1,Technical Support,60,4:07,4,4:31:57 PM
276,162423,1624-WOIWJ,Diane,1/5/2021,4:27:50 PM,1,1,Contract related,59,6:04,2,4:33:54 PM
277,20747,2074-GKOWZ,Stewart,1/5/2021,5:25:26 PM,0,0,Technical Support,,,,5:25:26 PM
278,37625,0376-YMCJC,Greg,1/5/2021,5:25:26 PM,0,0,Payment related,,,,5:25:26 PM
279,63419,0634-SZPQA,Joe,1/5/2021,5:29:46 PM,0,0,Technical Support,,,,5:29:46 PM
280,553618,5536-RTPWK,Dan,1/5/2021,5:29:46 PM,1,1,Contract related,16,3:33,4,5:33:19 PM
281,61669,6166-ILMNY,Diane,1/5/2021,5:38:24 PM,1,1,Technical Support,81,1:51,3,5:40:15 PM
282,309714,3097-NNSPB,Joe,1/5/2021,5:38:24 PM,1,1,Streaming,65,6:46,1,5:45:10 PM
283,65518,0655-RBDUG,Martha,1/5/2021,5:44:10 PM,1,1,Streaming,55,3:04,2,5:47:14 PM
284,43612,4361-BKAXE,Martha,1/5/2021,5:44:10 PM,0,0,Technical Support,,,,5:44:10 PM
285,987820,9878-TNQGW,Martha,1/5/2021,5:57:07 PM,1,1,Technical Support,31,2:25,4,5:59:32 PM
286,444114,4441-NIHPT,Diane,1/5/2021,5:57:07 PM,1,1,Streaming,45,5:13,2,6:02:20 PM
287,89992,8999-BOHSE,Greg,1/6/2021,9:08:38 AM,0,0,Technical Support,,,,9:08:38 AM
288,702918,7029-RPUAV,Stewart,1/6/2021,9:08:38 AM,1,1,Payment related,43,2:09,5,9:10:47 AM
289,46073,4607-CHPCA,Stewart,1/6/2021,10:06:14 AM,1,1,Technical Support,55,5:56,4,10:12:10 AM
290,882418,8824-RWFXJ,Stewart,1/6/2021,10:06:14 AM,1,1,Contract related,63,2:19,3,10:08:33 AM
291,976316,9763-PDTKK,Joe,1/6/2021,10:07:41 AM,0,0,Payment related,,,,10:07:41 AM
292,762710,7627-JKIAZ,Jim,1/6/2021,10:07:41 AM,1,1,Contract related,122,5:52,1,10:13:33 AM
293,40814,4081-DYXAV,Stewart,1/6/2021,10:32:10 AM,1,1,Contract related,71,2:39,4,10:34:49 AM
294,811119,8111-SLLHI,Jim,1/6/2021,10:32:10 AM,1,1,Technical Support,54,4:57,4,10:37:07 AM
295,92712,0927-LCSMG,Stewart,1/6/2021,10:42:14 AM,1,1,Streaming,74,3:22,4,10:45:36 AM
296,825718,8257-RZAHR,Stewart,1/6/2021,10:42:14 AM,1,1,Admin Support,125,4:47,4,10:47:01 AM
297,529323,5293-WXJAK,Dan,1/6/2021,11:12:29 AM,1,1,Payment related,110,3:43,3,11:16:12 AM
298,84114,0841-NULXI,Becky,1/6/2021,11:12:29 AM,0,0,Streaming,,,,11:12:29 AM
299,785123,7851-WZEKY,Martha,1/6/2021,11:29:46 AM,1,1,Technical Support,74,1:31,5,11:31:17 AM
300,884420,8844-TONUD,Diane,1/6/2021,11:29:46 AM,1,1,Payment related,80,4:27,4,11:34:13 AM
301,408625,4086-YQSNZ,Dan,1/6/2021,11:38:24 AM,0,0,Payment related,,,,11:38:24 AM
302,58683,5868-CZJDR,Joe,1/6/2021,11:38:24 AM,1,1,Contract related,110,3:54,2,11:42:18 AM
303,13514,0135-NMXAP,Stewart,1/6/2021,11:45:36 AM,1,1,Payment related,26,3:08,3,11:48:44 AM
304,627015,6270-OMFIW,Greg,1/6/2021,11:45:36 AM,0,0,Technical Support,,,,11:45:36 AM
305,10723,0107-WESLM,Joe,1/6/2021,12:05:46 PM,1,1,Admin Support,97,1:47,3,12:07:33 PM
306,399225,3992-YWPKO,Dan,1/6/2021,12:05:46 PM,0,1,Admin Support,82,5:40,3,12:11:26 PM
307,12512,0125-LZQXK,Becky,1/6/2021,12:07:12 PM,0,1,Streaming,102,5:53,5,12:13:05 PM
308,839925,8399-YNDCH,Jim,1/6/2021,12:07:12 PM,1,1,Admin Support,120,0:52,5,12:08:04 PM
309,56736,5673-FSSMF,Greg,1/6/2021,1:30:43 PM,1,1,Streaming,70,5:19,3,1:36:02 PM
310,157911,1579-KLYDT,Diane,1/6/2021,1:30:43 PM,0,0,Admin Support,,,,1:30:43 PM
311,392714,3927-NLNRY,Stewart,1/6/2021,1:58:05 PM,1,1,Payment related,122,2:56,3,2:01:01 PM
312,635812,6358-LYNGM,Martha,1/6/2021,1:58:05 PM,0,0,Streaming,,,,1:58:05 PM
313,54948,5494-HECPR,Joe,1/6/2021,2:03:50 PM,1,1,Payment related,19,0:55,1,2:04:45 PM
314,98242,9824-BEMCV,Greg,1/6/2021,2:03:50 PM,1,1,Payment related,71,2:37,4,2:06:27 PM
315,137315,1373-ORVIZ,Joe,1/6/2021,2:13:55 PM,1,1,Technical Support,24,4:59,1,2:18:54 PM
316,986617,9866-QEVEE,Martha,1/6/2021,2:13:55 PM,1,1,Technical Support,67,5:36,1,2:19:31 PM
317,989711,9897-KXHCM,Martha,1/6/2021,2:32:38 PM,0,1,Streaming,57,4:14,3,2:36:52 PM
318,79793,7979-CORPM,Diane,1/6/2021,2:32:38 PM,1,1,Streaming,108,5:03,4,2:37:41 PM
319,16183,1618-CFHME,Stewart,1/6/2021,2:57:07 PM,1,1,Payment related,99,4:08,4,3:01:15 PM
320,31658,3165-HDOEW,Stewart,1/6/2021,2:57:07 PM,1,1,Payment related,56,4:52,1,3:01:59 PM
321,658114,6581-NQCBA,Stewart,1/6/2021,3:02:53 PM,1,1,Payment related,121,3:57,3,3:06:50 PM
322,168913,1689-MRZQR,Greg,1/6/2021,3:02:53 PM,0,0,Admin Support,,,,3:02:53 PM
323,58352,5835-BEQEU,Joe,1/6/2021,3:12:58 PM,1,1,Contract related,72,6:00,1,3:18:58 PM
324,55656,5565-FILXA,Greg,1/6/2021,3:12:58 PM,1,1,Contract related,54,6:15,4,3:19:13 PM
325,555226,5552-ZNFSJ,Martha,1/6/2021,4:17:46 PM,1,1,Admin Support,30,4:36,3,4:22:22 PM
326,222311,2223-KAGMX,Jim,1/6/2021,4:17:46 PM,1,1,Payment related,44,1:04,2,4:18:50 PM
327,732116,7321-PKUYW,Greg,1/6/2021,4:22:05 PM,0,1,Payment related,97,1:58,4,4:24:03 PM
328,283319,2833-SLKDQ,Jim,1/6/2021,4:22:05 PM,1,1,Streaming,47,1:49,3,4:23:54 PM
329,75955,7595-EUIVN,Dan,1/6/2021,4:27:50 PM,1,1,Streaming,53,1:43,3,4:29:33 PM
330,202620,2026-TGDHM,Dan,1/6/2021,4:27:50 PM,0,0,Contract related,,,,4:27:50 PM
331,403022,4030-VPZBD,Martha,1/6/2021,4:35:02 PM,0,0,Payment related,,,,4:35:02 PM
332,41873,4187-CINZD,Jim,1/6/2021,4:35:02 PM,0,0,Streaming,,,,4:35:02 PM
333,681823,6818-WOBHJ,Stewart,1/6/2021,4:39:22 PM,1,1,Admin Support,81,3:45,3,4:43:07 PM
334,240820,2408-TZMJL,Diane,1/6/2021,4:39:22 PM,1,1,Contract related,11,0:34,4,4:39:56 PM
335,91343,9134-CEQMF,Martha,1/6/2021,5:00:58 PM,1,1,Payment related,48,0:53,5,5:01:51 PM
336,799316,7993-PYKOF,Stewart,1/6/2021,5:00:58 PM,1,1,Contract related,37,6:54,5,5:07:52 PM
337,502724,5027-XWQHA,Martha,1/6/2021,5:19:41 PM,1,1,Technical Support,115,2:34,4,5:22:15 PM
338,456617,4566-QVRRW,Greg,1/6/2021,5:19:41 PM,1,1,Payment related,81,0:53,4,5:20:34 PM
339,85199,8519-IMDHU,Becky,1/6/2021,5:21:07 PM,0,0,Contract related,,,,5:21:07 PM
340,20115,0201-OAMXR,Jim,1/6/2021,5:21:07 PM,1,1,Admin Support,12,3:12,5,5:24:19 PM
341,337211,3372-KWFBM,Stewart,1/6/2021,5:22:34 PM,1,1,Admin Support,75,2:51,3,5:25:25 PM
342,783117,7831-QGOXH,Jim,1/6/2021,5:22:34 PM,1,1,Contract related,42,1:17,4,5:23:51 PM
343,639323,6393-WRYZE,Greg,1/6/2021,5:24:00 PM,1,1,Admin Support,96,1:45,5,5:25:45 PM
344,659918,6599-RCLCJ,Stewart,1/6/2021,5:24:00 PM,1,1,Payment related,58,1:51,5,5:25:51 PM
345,98312,9831-BPFRI,Dan,1/7/2021,9:04:19 AM,1,1,Contract related,62,5:16,5,9:09:35 AM
346,172513,1725-MIMXW,Greg,1/7/2021,9:04:19 AM,1,1,Payment related,74,2:10,5,9:06:29 AM
347,3116,0031-PVLZI,Becky,1/7/2021,9:07:12 AM,1,1,Technical Support,26,1:10,3,9:08:22 AM
348,72067,7206-GZCDC,Diane,1/7/2021,9:07:12 AM,0,0,Technical Support,,,,9:07:12 AM
349,479117,4791-QRGMF,Joe,1/7/2021,9:20:10 AM,1,1,Technical Support,40,5:08,2,9:25:18 AM
350,176826,1768-ZAIFU,Joe,1/7/2021,9:20:10 AM,1,1,Streaming,12,4:54,3,9:25:04 AM
351,467112,4671-LXRDQ,Joe,1/7/2021,10:14:53 AM,1,1,Contract related,114,3:41,5,10:18:34 AM
352,193419,1934-SJVJK,Becky,1/7/2021,10:14:53 AM,1,1,Contract related,85,3:29,4,10:18:22 AM
353,383815,3838-OZURD,Diane,1/7/2021,10:23:31 AM,1,1,Admin Support,52,1:55,5,10:25:26 AM
354,92693,9269-CQOOL,Greg,1/7/2021,10:23:31 AM,1,1,Streaming,60,4:18,3,10:27:49 AM
355,28458,2845-HSJCY,Joe,1/7/2021,10:33:36 AM,1,1,Admin Support,76,5:07,4,10:38:43 AM
356,118416,1184-PJVDB,Stewart,1/7/2021,10:33:36 AM,0,0,Contract related,,,,10:33:36 AM
357,94154,9415-DPEWS,Becky,1/7/2021,10:48:00 AM,0,0,Streaming,,,,10:48:00 AM
358,794318,7943-RQCHR,Joe,1/7/2021,10:48:00 AM,1,1,Streaming,25,1:20,5,10:49:20 AM
359,379313,3793-MMFUH,Greg,1/7/2021,11:36:58 AM,1,1,Streaming,37,2:32,3,11:39:30 AM
360,324926,3249-ZPQRG,Dan,1/7/2021,11:36:58 AM,1,1,Admin Support,71,5:41,3,11:42:39 AM
361,25682,2568-BRGYX,Jim,1/7/2021,11:42:43 AM,1,1,Admin Support,76,4:37,1,11:47:20 AM
362,772110,7721-JXEAW,Stewart,1/7/2021,11:42:43 AM,1,1,Technical Support,66,6:50,3,11:49:33 AM
363,724923,7249-WBIYX,Diane,1/7/2021,11:47:02 AM,1,1,Admin Support,72,3:25,3,11:50:27 AM
364,65678,6567-HOOPW,Jim,1/7/2021,11:47:02 AM,1,1,Admin Support,47,6:37,5,11:53:39 AM
365,31641,3164-AALRN,Jim,1/7/2021,12:08:38 PM,0,0,Payment related,,,,12:08:38 PM
366,33343,3334-CTHOL,Greg,1/7/2021,12:08:38 PM,1,1,Payment related,29,2:51,5,12:11:29 PM
367,47045,4704-ERYFC,Dan,1/7/2021,12:36:00 PM,0,0,Streaming,,,,12:36:00 PM
368,862113,8621-MNIHH,Becky,1/7/2021,12:36:00 PM,1,1,Contract related,122,1:40,4,12:37:40 PM
369,47112,0471-LVHGK,Greg,1/7/2021,12:48:58 PM,1,1,Technical Support,52,4:06,5,12:53:04 PM
370,951818,9518-RWHZL,Martha,1/7/2021,12:48:58 PM,1,1,Admin Support,33,4:26,4,12:53:24 PM
371,54193,5419-CONWX,Joe,1/7/2021,1:26:24 PM,1,1,Payment related,123,2:24,3,1:28:48 PM
372,62405,6240-EURKS,Greg,1/7/2021,1:26:24 PM,1,1,Technical Support,23,2:03,4,1:28:27 PM
373,69608,6960-HVYXR,Becky,1/7/2021,1:30:43 PM,0,0,Streaming,,,,1:30:43 PM
374,702415,7024-OHCCK,Stewart,1/7/2021,1:30:43 PM,0,1,Admin Support,29,3:25,5,1:34:08 PM
375,786121,7861-UVUFT,Greg,1/7/2021,1:42:14 PM,0,0,Contract related,,,,1:42:14 PM
376,535720,5357-TZHPP,Becky,1/7/2021,1:42:14 PM,1,1,Streaming,54,3:48,5,1:46:02 PM
377,6804,0680-DFNNY,Dan,1/7/2021,1:45:07 PM,1,1,Streaming,14,4:43,4,1:49:50 PM
378,776721,7767-UXAGJ,Dan,1/7/2021,1:45:07 PM,1,1,Payment related,11,4:25,3,1:49:32 PM
379,157119,1571-SAVHK,Joe,1/7/2021,2:31:12 PM,1,1,Payment related,84,4:59,1,2:36:11 PM
380,95463,9546-CQJSU,Martha,1/7/2021,2:31:12 PM,1,1,Payment related,21,2:51,4,2:34:03 PM
381,50612,0506-LVNGN,Martha,1/7/2021,3:53:17 PM,0,1,Technical Support,81,5:10,3,3:58:27 PM
382,295117,2951-QOQTK,Dan,1/7/2021,3:53:17 PM,0,0,Payment related,,,,3:53:17 PM
383,347324,3473-XIIIT,Diane,1/7/2021,4:07:41 PM,0,0,Admin Support,,,,4:07:41 PM
384,78939,7893-IXHRQ,Stewart,1/7/2021,4:07:41 PM,1,1,Technical Support,84,6:22,4,4:14:03 PM
385,295217,2952-QAYZF,Martha,1/7/2021,4:29:17 PM,1,1,Streaming,118,3:35,2,4:32:52 PM
386,476316,4763-PGDPO,Becky,1/7/2021,4:29:17 PM,1,1,Technical Support,35,6:15,2,4:35:32 PM
387,539419,5394-SVGJV,Dan,1/7/2021,4:40:48 PM,1,1,Payment related,82,2:13,3,4:43:01 PM
388,928312,9283-LZQOH,Jim,1/7/2021,4:40:48 PM,1,1,Streaming,119,3:03,4,4:43:51 PM
389,707917,7079-QRCBC,Jim,1/7/2021,5:03:50 PM,1,1,Contract related,107,6:46,2,5:10:36 PM
390,54693,5469-CTCWN,Joe,1/7/2021,5:03:50 PM,1,1,Contract related,86,0:42,4,5:04:32 PM
391,985117,9851-QXEEQ,Diane,1/7/2021,5:39:50 PM,1,1,Streaming,76,1:23,4,5:41:13 PM
392,98099,9809-IMGCQ,Stewart,1/7/2021,5:39:50 PM,0,1,Streaming,78,3:07,3,5:42:57 PM
393,52088,5208-HFSBT,Jim,1/7/2021,5:47:02 PM,1,1,Admin Support,118,0:33,3,5:47:35 PM
394,325425,3254-YRILK,Diane,1/7/2021,5:47:02 PM,0,0,Technical Support,,,,5:47:02 PM
395,266723,2667-WYLWJ,Joe,1/7/2021,5:48:29 PM,1,1,Admin Support,47,2:02,5,5:50:31 PM
396,52915,0529-ONKER,Diane,1/7/2021,5:48:29 PM,1,1,Admin Support,86,2:58,2,5:51:27 PM
397,52409,5240-IJOQT,Greg,1/7/2021,5:55:41 PM,1,1,Technical Support,76,5:52,3,6:01:33 PM
398,10927,1092-GANHU,Jim,1/7/2021,5:55:41 PM,1,1,Payment related,32,3:23,4,5:59:04 PM
399,66124,0661-XEYAN,Joe,1/8/2021,9:00:00 AM,1,1,Admin Support,98,3:33,5,9:03:33 AM
400,78815,7881-EVUAD,Jim,1/8/2021,9:00:00 AM,1,1,Technical Support,86,0:37,4,9:00:37 AM
401,576624,5766-XQXMQ,Diane,1/8/2021,9:24:29 AM,1,1,Technical Support,37,1:05,3,9:25:34 AM
402,370322,3703-VAVCL,Greg,1/8/2021,9:24:29 AM,1,1,Admin Support,15,4:27,5,9:28:56 AM
403,851917,8519-QJGJD,Diane,1/8/2021,9:47:31 AM,1,1,Contract related,114,4:13,5,9:51:44 AM
404,632613,6326-MTTXK,Stewart,1/8/2021,9:47:31 AM,0,0,Payment related,,,,9:47:31 AM
405,3309,0330-IVZHA,Jim,1/8/2021,9:59:02 AM,0,0,Technical Support,,,,9:59:02 AM
406,288611,2886-KEFUM,Martha,1/8/2021,9:59:02 AM,0,0,Streaming,,,,9:59:02 AM
407,423718,4237-RLAQD,Martha,1/8/2021,10:42:14 AM,0,1,Streaming,23,2:16,3,10:44:30 AM
408,96517,9651-GTSAQ,Dan,1/8/2021,10:42:14 AM,0,0,Payment related,,,,10:42:14 AM
409,31862,3186-BAXNB,Joe,1/8/2021,10:49:26 AM,1,1,Admin Support,69,5:41,3,10:55:07 AM
410,63725,0637-YLETY,Stewart,1/8/2021,10:49:26 AM,1,1,Contract related,15,6:10,4,10:55:36 AM
411,11572,1157-BQCUW,Becky,1/8/2021,10:49:26 AM,1,1,Technical Support,119,5:28,3,10:54:54 AM
412,26605,2660-EMUBI,Becky,1/8/2021,10:49:26 AM,1,1,Streaming,68,5:17,1,10:54:43 AM
413,767515,7675-OZCZG,Diane,1/8/2021,11:00:58 AM,1,1,Contract related,115,6:10,3,11:07:08 AM
414,20033,2003-CKLOR,Joe,1/8/2021,11:00:58 AM,1,1,Contract related,84,1:11,5,11:02:09 AM
415,925418,9254-RBFON,Dan,1/8/2021,11:16:48 AM,0,1,Contract related,59,1:17,4,11:18:05 AM
416,120523,1205-WNWPJ,Diane,1/8/2021,11:16:48 AM,0,1,Technical Support,112,3:34,4,11:20:22 AM
417,93915,9391-EOYLI,Dan,1/8/2021,11:16:48 AM,0,0,Contract related,,,,11:16:48 AM
418,838713,8387-MOJJT,Dan,1/8/2021,11:16:48 AM,1,1,Admin Support,39,4:51,3,11:21:39 AM
419,276115,2761-OCIAX,Jim,1/8/2021,12:12:58 PM,1,1,Streaming,31,6:35,5,12:19:33 PM
420,306815,3068-OMWZA,Dan,1/8/2021,12:12:58 PM,1,1,Streaming,112,3:41,2,12:16:39 PM
421,603211,6032-KRXXO,Greg,1/8/2021,12:14:24 PM,1,1,Streaming,49,2:25,4,12:16:49 PM
422,745918,7459-RRWQZ,Greg,1/8/2021,12:14:24 PM,1,1,Technical Support,18,6:38,3,12:21:02 PM
423,41541,4154-AQUGT,Stewart,1/8/2021,12:38:53 PM,1,1,Technical Support,80,2:43,4,12:41:36 PM
424,30929,3092-IGHWF,Dan,1/8/2021,12:38:53 PM,1,1,Admin Support,57,2:33,3,12:41:26 PM
425,801712,8017-LXHFA,Stewart,1/8/2021,12:48:58 PM,0,0,Contract related,,,,12:48:58 PM
426,635220,6352-TWCAU,Diane,1/8/2021,12:48:58 PM,0,1,Contract related,87,6:18,4,12:55:16 PM
427,292917,2929-QNSRW,Diane,1/8/2021,1:10:34 PM,0,0,Payment related,,,,1:10:34 PM
428,126215,1262-OPMFY,Greg,1/8/2021,1:10:34 PM,1,1,Streaming,81,5:56,3,1:16:30 PM
429,424817,4248-QPAVC,Joe,1/8/2021,1:10:34 PM,0,0,Technical Support,,,,1:10:34 PM
430,189922,1899-VXWXM,Jim,1/8/2021,1:10:34 PM,1,1,Streaming,47,2:11,5,1:12:45 PM
431,469012,4690-LLKUA,Joe,1/8/2021,1:17:46 PM,1,1,Streaming,57,6:15,4,1:24:01 PM
432,33318,3331-HQDTW,Becky,1/8/2021,1:17:46 PM,0,0,Payment related,,,,1:17:46 PM
433,94904,9490-DFPMD,Joe,1/8/2021,1:43:41 PM,1,1,Contract related,104,3:55,4,1:47:36 PM
434,544224,5442-XSDCW,Becky,1/8/2021,1:43:41 PM,1,1,Admin Support,16,5:46,3,1:49:27 PM
435,304914,3049-NDXFL,Greg,1/8/2021,3:37:26 PM,1,1,Streaming,37,4:13,4,3:41:39 PM
436,85801,8580-AECUZ,Diane,1/8/2021,3:37:26 PM,0,0,Admin Support,,,,3:37:26 PM
437,79637,7963-GQRMY,Stewart,1/8/2021,3:43:12 PM,1,1,Technical Support,61,2:06,4,3:45:18 PM
438,12286,1228-FZFRV,Stewart,1/8/2021,3:43:12 PM,0,1,Admin Support,41,3:10,4,3:46:22 PM
439,20584,2058-DCJBE,Diane,1/8/2021,3:53:17 PM,1,1,Streaming,40,1:21,4,3:54:38 PM
440,536424,5364-XYIRR,Diane,1/8/2021,3:53:17 PM,1,1,Admin Support,55,5:21,2,3:58:38 PM
441,48291,4829-AUOAX,Greg,1/8/2021,3:54:43 PM,1,1,Admin Support,92,0:53,3,3:55:36 PM
442,504712,5047-LHVLY,Dan,1/8/2021,3:54:43 PM,1,1,Contract related,118,1:38,5,3:56:21 PM
443,915822,9158-VCTQB,Dan,1/8/2021,4:37:55 PM,1,1,Streaming,82,5:43,3,4:43:38 PM
444,631121,6311-UEUME,Dan,1/8/2021,4:37:55 PM,1,1,Streaming,83,1:20,3,4:39:15 PM
445,68399,6839-ITVZJ,Jim,1/8/2021,6:00:00 PM,1,1,Payment related,78,5:13,2,6:05:13 PM
446,3758,0375-HVGXO,Diane,1/8/2021,6:00:00 PM,0,1,Payment related,111,5:14,5,6:05:14 PM
447,859323,8593-WHYHV,Jim,1/9/2021,9:07:12 AM,1,1,Contract related,107,5:22,4,9:12:34 AM
448,60975,6097-EQISJ,Martha,1/9/2021,9:07:12 AM,1,1,Streaming,108,4:03,2,9:11:15 AM
449,442325,4423-YLHDV,Greg,1/9/2021,9:24:29 AM,1,1,Payment related,97,2:39,5,9:27:08 AM
450,10725,0107-YHINA,Dan,1/9/2021,9:24:29 AM,1,1,Streaming,31,6:20,5,9:30:49 AM
451,864019,8640-SDGKB,Martha,1/9/2021,9:34:34 AM,1,1,Payment related,20,1:49,4,9:36:23 AM
452,411620,4116-TZAQJ,Jim,1/9/2021,9:34:34 AM,1,1,Admin Support,110,6:53,3,9:41:27 AM
453,387710,3877-JRJIP,Dan,1/9/2021,10:22:05 AM,1,1,Technical Support,86,5:02,5,10:27:07 AM
454,83754,8375-DKEBR,Becky,1/9/2021,10:22:05 AM,1,1,Streaming,77,2:11,4,10:24:16 AM
455,751125,7511-YMXVQ,Diane,1/9/2021,10:29:17 AM,1,1,Streaming,119,6:47,3,10:36:04 AM
456,755110,7551-JOHTI,Martha,1/9/2021,10:29:17 AM,0,0,Admin Support,,,,10:29:17 AM
457,98049,9804-ICWBG,Jim,1/9/2021,10:32:10 AM,1,1,Technical Support,13,3:06,3,10:35:16 AM
458,53189,5318-IXUZF,Stewart,1/9/2021,10:32:10 AM,1,1,Payment related,106,2:27,5,10:34:37 AM
459,319822,3198-VELRD,Joe,1/9/2021,10:58:05 AM,1,1,Payment related,35,5:25,3,11:03:30 AM
460,943626,9436-ZBZCT,Martha,1/9/2021,10:58:05 AM,0,1,Contract related,46,5:23,3,11:03:28 AM
461,72792,7279-BUYWN,Stewart,1/9/2021,11:05:17 AM,0,1,Admin Support,24,6:15,3,11:11:32 AM
462,715613,7156-MHUGY,Stewart,1/9/2021,11:05:17 AM,1,1,Streaming,88,6:33,5,11:11:50 AM
463,71987,7198-GLXTC,Joe,1/9/2021,11:11:02 AM,1,1,Admin Support,81,2:42,3,11:13:44 AM
464,51622,0516-VRYBW,Jim,1/9/2021,11:11:02 AM,1,1,Payment related,96,4:33,3,11:15:35 AM
465,838016,8380-PEFPE,Becky,1/9/2021,11:16:48 AM,1,1,Admin Support,46,6:05,3,11:22:53 AM
