Gender,Age,Married,Dependents,Number of Dependents,newcustomer,Referred a Friend,Number of Referrals,Contract,Customer Status,Churn Score,CLTV,Acquisition Channel,Channel_ID
Male,76,0,0,0,93001,0,0,Month-to-Month,Churned,67,4176,Marketing Campaigns,2
Female,67,0,0,0,11123,0,0,Month-to-Month,Churned,91,2668,Marketing Campaigns,2
Female,79,0,0,0,338925,0,0,Month-to-Month,Churned,72,5546,Marketing Campaigns,2
Male,78,0,0,0,30704,0,0,Month-to-Month,Churned,84,5638,Marketing Campaigns,2
Male,79,0,0,0,570715,0,0,Month-to-Month,Churned,79,4656,Marketing Campaigns,2
Female,78,0,0,0,869610,0,0,Month-to-Month,Churned,91,5859,Marketing Campaigns,2
Female,71,0,0,0,205516,0,0,Month-to-Month,Churned,67,2491,Marketing Campaigns,2
Female,76,1,0,0,23021,1,9,Month-to-Month,Churned,67,5915,Referal,6
Male,65,0,0,0,52337,0,0,Month-to-Month,Churned,85,5971,Marketing Campaigns,2
Male,75,1,0,0,713718,1,1,Month-to-Month,Churned,86,4712,Referal,6
Female,75,0,0,0,395712,0,0,Month-to-Month,Churned,83,5030,Marketing Campaigns,2
Male,69,0,0,0,52812,0,0,Month-to-Month,Churned,92,5692,Marketing Campaigns,2
Female,68,1,1,3,27187,1,1,Month-to-Month,Churned,92,4797,Referal,6
Female,66,0,0,0,32176,0,0,Month-to-Month,Churned,83,3676,Marketing Campaigns,2
Male,65,0,0,0,748017,0,0,Month-to-Month,Churned,73,4287,Marketing Campaigns,2
Female,77,1,0,0,712421,1,1,One Year,Churned,84,4412,Referal,6
Female,66,1,0,0,186219,1,1,Month-to-Month,Churned,91,2296,Referal,6
Male,72,0,0,0,481610,0,0,Month-to-Month,Churned,91,4618,Marketing Campaigns,2
Male,77,1,0,0,324726,0,0,Month-to-Month,Churned,81,3336,Marketing Campaigns,2
Female,66,1,0,0,12681,1,1,Month-to-Month,Churned,66,5769,Referal,6
Female,80,0,0,0,471312,0,0,Month-to-Month,Churned,94,4322,Marketing Campaigns,2
Male,68,0,0,0,432514,0,0,Month-to-Month,Churned,87,2373,Marketing Campaigns,2
Male,78,1,0,0,65028,0,0,Month-to-Month,Churned,75,3591,Marketing Campaigns,2
Male,74,0,0,0,82587,0,0,Month-to-Month,Churned,96,3128,Marketing Campaigns,2
Female,74,1,0,0,299521,1,1,One Year,Churned,69,5098,Referal,6
Male,65,0,0,0,668625,0,0,Month-to-Month,Churned,68,3645,Marketing Campaigns,2
Female,70,0,0,0,80202,0,0,Month-to-Month,Churned,91,4526,Marketing Campaigns,2
Male,70,1,0,0,689224,1,3,Month-to-Month,Churned,80,2104,Referal,6
Male,75,0,0,0,80105,0,0,Month-to-Month,Churned,76,4958,Marketing Campaigns,2
Male,70,0,0,0,806225,0,0,Month-to-Month,Churned,78,5844,Marketing Campaigns,2
Male,71,1,0,0,367225,1,1,Month-to-Month,Churned,79,2987,Referal,6
Female,79,1,0,0,89885,1,1,Month-to-Month,Churned,66,3980,Referal,6
Female,79,0,0,0,37765,0,0,Month-to-Month,Churned,96,5303,Marketing Campaigns,2
Female,73,1,0,0,64315,1,1,Month-to-Month,Churned,95,5915,Referal,6
Female,74,1,0,0,938114,1,1,Month-to-Month,Churned,85,3843,Referal,6
Female,80,1,0,0,832712,1,1,One Year,Churned,93,4423,Referal,6
Male,69,1,0,0,10752,1,1,Month-to-Month,Churned,87,3392,Referal,6
Female,71,0,0,0,84857,0,0,Month-to-Month,Churned,74,3368,Marketing Campaigns,2
Male,73,0,0,0,602923,0,0,Month-to-Month,Churned,87,4424,Marketing Campaigns,2
Female,79,0,0,0,33178,0,0,Month-to-Month,Churned,73,3561,Marketing Campaigns,2
Female,67,1,0,0,556915,1,1,Month-to-Month,Churned,68,4994,Referal,6
Male,72,1,0,0,574716,1,1,Month-to-Month,Churned,77,2415,Referal,6
Female,75,0,0,0,29829,0,0,Month-to-Month,Churned,67,4291,Marketing Campaigns,2
Female,76,0,0,0,51435,0,0,Month-to-Month,Churned,89,5702,Marketing Campaigns,2
Female,69,0,0,0,616823,0,0,Month-to-Month,Churned,91,5165,Marketing Campaigns,2
Male,76,0,0,0,745014,0,0,Month-to-Month,Churned,91,2819,Marketing Campaigns,2
Female,68,0,0,0,600515,0,0,Month-to-Month,Churned,89,4074,Marketing Campaigns,2
Female,77,1,0,0,793223,1,1,Month-to-Month,Churned,73,5377,Referal,6
Female,67,0,0,0,700023,0,0,Month-to-Month,Churned,85,3866,Marketing Campaigns,2
Male,67,0,0,0,59592,0,0,Month-to-Month,Churned,79,2246,Marketing Campaigns,2
Female,76,1,0,0,250620,1,1,Month-to-Month,Churned,67,5948,Referal,6
Female,66,0,0,0,60604,0,0,Month-to-Month,Churned,74,3305,Marketing Campaigns,2
Male,80,0,0,0,847322,0,0,Month-to-Month,Churned,86,5443,Marketing Campaigns,2
Female,78,1,0,0,19622,1,1,Month-to-Month,Churned,77,5721,Referal,6
Female,69,1,0,0,19763,1,1,Month-to-Month,Churned,67,4531,Referal,6
Male,78,0,0,0,463115,0,0,Month-to-Month,Churned,74,3621,Marketing Campaigns,2
Male,78,1,0,0,375510,1,1,Month-to-Month,Churned,86,3327,Referal,6
Male,68,1,0,0,634521,1,1,One Year,Churned,91,2674,Referal,6
Female,75,1,0,0,135,1,3,Month-to-Month,Churned,68,3464,Referal,6
Female,70,0,0,0,555022,0,0,Month-to-Month,Churned,68,5056,Marketing Campaigns,2
Female,65,1,0,0,26571,1,1,Month-to-Month,Churned,75,4316,Referal,6
Male,71,0,0,0,62841,0,0,Month-to-Month,Churned,71,5014,Marketing Campaigns,2
Female,72,0,0,0,24606,0,0,Month-to-Month,Churned,90,4272,Marketing Campaigns,2
Male,69,0,0,0,50288,0,0,Month-to-Month,Churned,91,3491,Marketing Campaigns,2
Female,70,0,0,0,8753,0,0,Month-to-Month,Churned,94,3320,Marketing Campaigns,2
Female,80,1,0,0,698221,1,1,Month-to-Month,Churned,90,3817,Referal,6
Female,73,1,0,0,1935,1,1,One Year,Churned,91,5067,Referal,6
Male,73,0,0,0,43698,0,0,Month-to-Month,Churned,90,5831,Marketing Campaigns,2
Male,79,1,0,0,528717,1,1,Month-to-Month,Churned,66,5725,Referal,6
Female,79,1,0,0,189121,1,1,Month-to-Month,Churned,87,2312,Referal,6
Female,73,1,0,0,309610,1,5,Month-to-Month,Churned,75,3444,Referal,6
Female,77,1,0,0,239825,1,2,Month-to-Month,Churned,85,5101,Referal,6
Female,68,1,0,0,126524,1,5,One Year,Churned,86,5957,Referal,6
Female,70,0,0,0,487110,0,0,Month-to-Month,Churned,82,4741,Marketing Campaigns,2
Female,68,0,0,0,141525,0,0,Month-to-Month,Churned,85,3067,Marketing Campaigns,2
Female,76,0,0,0,350018,0,0,Month-to-Month,Churned,72,2933,Marketing Campaigns,2
Male,68,0,0,0,26424,0,0,Month-to-Month,Churned,74,5095,Marketing Campaigns,2
Male,80,1,0,0,136320,0,0,Month-to-Month,Churned,91,4962,Marketing Campaigns,2
Male,79,0,0,0,713618,0,0,One Year,Churned,90,5824,Marketing Campaigns,2
Male,78,0,0,0,692723,0,0,Month-to-Month,Churned,91,3684,Marketing Campaigns,2
Male,76,1,0,0,339826,1,1,Month-to-Month,Churned,67,3853,Referal,6
Female,65,0,0,0,484410,0,0,Month-to-Month,Churned,82,5359,Marketing Campaigns,2
Male,80,1,0,0,478517,1,1,One Year,Churned,80,4011,Referal,6
Female,65,0,0,0,19651,0,0,Month-to-Month,Churned,88,5203,Marketing Campaigns,2
Female,78,0,0,0,724822,0,0,Month-to-Month,Churned,72,4661,Marketing Campaigns,2
Male,78,1,0,0,119,1,1,Month-to-Month,Churned,91,3714,Referal,6
Male,68,0,0,0,649619,0,0,Month-to-Month,Churned,87,5960,Marketing Campaigns,2
Female,73,1,0,0,99127,1,1,Month-to-Month,Churned,86,2591,Referal,6
Female,75,1,0,0,538313,1,1,Month-to-Month,Churned,91,4819,Referal,6
Male,66,1,0,0,687712,1,1,Month-to-Month,Churned,84,3521,Referal,6
Male,73,0,0,0,51677,0,0,Month-to-Month,Churned,72,4694,Marketing Campaigns,2
Female,73,0,0,0,132414,0,0,Month-to-Month,Churned,94,3167,Marketing Campaigns,2
Male,70,1,0,0,556723,1,1,Month-to-Month,Churned,87,3019,Referal,6
Male,74,1,0,0,664622,1,1,Month-to-Month,Churned,87,5860,Referal,6
Male,70,1,0,0,909019,1,1,Month-to-Month,Churned,79,6284,Referal,6
Male,71,0,0,0,659525,0,0,Month-to-Month,Churned,91,3878,Marketing Campaigns,2
Male,66,1,0,0,983526,1,1,One Year,Churned,74,4281,Referal,6
Male,68,1,0,0,564920,1,1,Month-to-Month,Churned,93,4564,Referal,6
Male,73,1,0,0,925317,1,1,Month-to-Month,Churned,71,2233,Referal,6
Female,77,1,0,0,877512,1,1,Month-to-Month,Churned,93,2905,Referal,6
Male,73,1,0,0,309714,1,3,Month-to-Month,Churned,78,5204,Referal,6
Female,65,1,0,0,356521,1,1,Month-to-Month,Churned,82,3179,Referal,6
Male,65,0,0,0,919013,0,0,Month-to-Month,Churned,68,2851,Marketing Campaigns,2
Female,78,0,0,0,109510,0,0,Month-to-Month,Churned,65,5214,Marketing Campaigns,2
Male,69,1,0,0,538519,0,0,Month-to-Month,Churned,68,5648,Marketing Campaigns,2
Female,67,0,0,0,632826,0,0,Month-to-Month,Churned,71,4074,Marketing Campaigns,2
Male,74,0,0,0,285614,0,0,Month-to-Month,Churned,73,3802,Marketing Campaigns,2
Male,77,0,0,0,67694,0,0,Month-to-Month,Churned,71,2097,Marketing Campaigns,2
Female,79,0,0,0,24462,0,0,Month-to-Month,Churned,83,3330,Marketing Campaigns,2
Female,68,0,0,0,14967,0,0,Month-to-Month,Churned,83,4095,Marketing Campaigns,2
Female,76,1,0,0,329619,1,6,Month-to-Month,Churned,89,2426,Referal,6
Male,80,1,1,2,518021,1,5,Month-to-Month,Churned,75,2061,Referal,6
Female,72,0,0,0,197719,0,0,Month-to-Month,Churned,76,4116,Marketing Campaigns,2
Male,78,0,0,0,581321,0,0,Month-to-Month,Churned,79,2583,Marketing Campaigns,2
Female,67,0,0,0,43428,0,0,Month-to-Month,Churned,74,2189,Referal,6
Female,74,0,0,0,159712,0,0,Month-to-Month,Churned,90,4232,Marketing Campaigns,2
Female,68,0,0,0,86515,0,0,One Year,Churned,78,5507,Marketing Campaigns,2
Female,66,1,0,0,92864,1,5,Month-to-Month,Churned,82,5165,Referal,6
Male,71,1,1,1,966113,1,3,Month-to-Month,Churned,84,4478,Referal,6
Male,65,1,0,0,88841,1,2,Month-to-Month,Churned,74,2016,Referal,6
Male,65,0,0,0,272023,0,0,Month-to-Month,Churned,93,5569,Marketing Campaigns,2
Female,69,1,0,0,97763,1,1,Month-to-Month,Churned,96,5748,Referal,6
Male,68,0,0,0,35518,0,0,Month-to-Month,Churned,89,3429,Marketing Campaigns,2
Male,68,1,0,0,863413,1,1,Month-to-Month,Churned,91,5166,Referal,6
Male,76,1,0,0,24742,1,1,Month-to-Month,Churned,84,2837,Referal,6
Male,74,1,0,0,6161,1,1,Month-to-Month,Churned,95,2119,Referal,6
Male,79,0,0,0,723514,0,0,Month-to-Month,Churned,84,5378,Marketing Campaigns,2
Female,69,0,0,0,66618,0,0,Month-to-Month,Churned,79,2984,Marketing Campaigns,2
Female,74,0,0,0,931723,0,0,Month-to-Month,Churned,77,4038,Marketing Campaigns,2
Female,71,1,0,0,36213,1,1,Month-to-Month,Churned,90,3369,Referal,6
Male,69,0,0,0,763213,0,0,One Year,Churned,93,4389,Marketing Campaigns,2
Male,74,0,0,0,924815,0,0,Month-to-Month,Churned,95,3763,Marketing Campaigns,2
Female,79,0,0,0,33986,0,0,Month-to-Month,Churned,94,4703,Marketing Campaigns,2
Male,69,1,0,0,33194,0,0,Month-to-Month,Churned,90,5750,Marketing Campaigns,2
Male,80,0,0,0,81815,0,0,Month-to-Month,Churned,83,2571,Marketing Campaigns,2
Male,65,0,0,0,13893,0,0,Month-to-Month,Churned,91,2194,Marketing Campaigns,2
Female,78,1,0,0,556114,1,1,Month-to-Month,Churned,67,4225,Referal,6
Female,75,0,0,0,227217,0,0,Month-to-Month,Churned,71,5342,Marketing Campaigns,2
Male,73,1,0,0,376814,1,1,Month-to-Month,Churned,74,5247,Referal,6
Female,80,0,0,0,735919,0,0,Two Year,Churned,89,6080,Marketing Campaigns,2
Female,74,0,0,0,68513,0,0,Month-to-Month,Churned,96,4407,Marketing Campaigns,2
Female,65,0,0,0,795718,0,0,Month-to-Month,Churned,94,3207,Marketing Campaigns,2
Female,71,0,0,0,62302,0,0,Month-to-Month,Churned,93,2650,Marketing Campaigns,2
Male,74,1,0,0,399017,1,3,Month-to-Month,Churned,95,4127,Referal,6
Male,76,1,0,0,92743,1,1,Month-to-Month,Churned,69,3716,Referal,6
Male,73,0,0,0,300514,0,0,Month-to-Month,Churned,69,5543,Marketing Campaigns,2
Male,71,1,0,0,53896,1,1,Month-to-Month,Churned,94,5365,Referal,6
Female,72,0,0,0,844423,0,0,Month-to-Month,Churned,79,5011,Marketing Campaigns,2
Male,76,1,0,0,586825,1,1,Month-to-Month,Churned,72,5834,Referal,6
Female,69,0,0,0,127313,0,0,Month-to-Month,Churned,74,2754,Marketing Campaigns,2
Female,80,0,0,0,54808,0,0,Month-to-Month,Churned,74,3542,Marketing Campaigns,2
Female,78,0,0,0,72346,0,0,Month-to-Month,Churned,68,5546,Marketing Campaigns,2
Male,71,1,0,0,140013,1,1,Month-to-Month,Churned,71,2715,Referal,6
Male,73,1,0,0,71428,1,1,Month-to-Month,Churned,91,2505,Referal,6
Female,79,0,0,0,156414,0,0,Month-to-Month,Churned,91,3363,Marketing Campaigns,2
Female,72,1,0,0,88617,1,1,Month-to-Month,Churned,77,4853,Referal,6
Male,69,0,0,0,873923,0,0,Month-to-Month,Churned,90,4849,Marketing Campaigns,2
Female,79,0,0,0,868523,0,0,Month-to-Month,Churned,81,2407,Marketing Campaigns,2
Female,68,1,0,0,72406,1,1,Month-to-Month,Churned,68,5857,Referal,6
Female,77,0,0,0,66646,0,0,One Year,Churned,91,4060,Marketing Campaigns,2
Male,68,0,0,0,78622,0,0,Month-to-Month,Churned,92,5692,Marketing Campaigns,2
Female,79,1,0,0,658317,1,1,Month-to-Month,Churned,87,5813,Referal,6
Female,68,0,0,0,198011,0,0,Month-to-Month,Churned,83,3553,Marketing Campaigns,2
Female,73,1,0,0,7234,1,1,Month-to-Month,Churned,94,2394,Referal,6
Male,79,0,0,0,689412,0,0,Month-to-Month,Churned,90,5571,Marketing Campaigns,2
Male,75,1,0,0,836112,0,0,Month-to-Month,Churned,77,5839,Marketing Campaigns,2
Female,69,1,0,0,384114,1,3,Two Year,Stayed,38,5309,Referal,6
Male,79,1,0,0,492924,1,10,One Year,Joined,69,4449,Referal,6
Male,71,0,0,0,34132,0,0,One Year,Joined,40,3144,Marketing Campaigns,2
Female,65,0,0,0,801219,0,0,One Year,Stayed,52,2223,Marketing Campaigns,2
Female,65,1,0,0,657519,1,9,One Year,Stayed,25,3154,Referal,6
Female,72,1,0,0,466717,1,9,One Year,Stayed,59,5153,Referal,6
Male,77,1,0,0,506724,1,3,One Year,Stayed,74,4582,Referal,6
Male,71,1,0,0,189117,1,9,Two Year,Stayed,69,4881,Referal,6
Female,73,0,0,0,26733,0,0,One Year,Stayed,21,4463,Marketing Campaigns,2
Male,80,0,0,0,19126,0,0,One Year,Stayed,55,3033,Marketing Campaigns,2
Male,79,0,0,0,242423,0,0,One Year,Joined,60,4182,Marketing Campaigns,2
Female,65,1,0,0,538620,0,0,One Year,Stayed,28,6238,Marketing Campaigns,2
Male,73,0,0,0,263921,0,0,One Year,Stayed,68,5372,Marketing Campaigns,2
Female,71,1,0,0,314613,1,1,Two Year,Stayed,8,6102,Referal,6
Male,66,1,0,0,113117,1,7,Two Year,Stayed,52,4329,Referal,6
Male,66,1,0,0,25044,1,1,One Year,Stayed,38,5788,Referal,6
Female,77,1,0,0,90588,1,2,One Year,Stayed,7,5348,Referal,6
Female,68,0,0,0,45221,0,0,One Year,Stayed,7,5557,Marketing Campaigns,2
Male,66,0,0,0,22123,0,0,One Year,Stayed,40,4033,Marketing Campaigns,2
Female,69,1,0,0,504614,1,5,One Year,Stayed,50,3094,Referal,6
Male,79,1,0,0,752926,1,1,One Year,Stayed,36,4429,Referal,6
Female,67,0,0,0,31971,0,0,One Year,Stayed,59,3524,Marketing Campaigns,2
Male,68,1,0,0,47168,1,3,One Year,Stayed,65,5328,Referal,6
Male,79,1,0,0,31797,1,5,One Year,Stayed,23,4604,Referal,6
Female,77,0,0,0,484720,0,0,One Year,Stayed,75,2578,Marketing Campaigns,2
Male,73,1,0,0,685123,1,4,One Year,Stayed,38,3318,Referal,6
Male,71,1,1,1,316719,1,9,One Year,Stayed,78,4036,Referal,6
Female,67,1,0,0,27991,0,0,One Year,Stayed,41,5437,Marketing Campaigns,2
Female,68,1,0,0,570125,1,9,One Year,Stayed,21,4413,Referal,6
Female,75,1,1,3,56977,1,3,One Year,Stayed,34,5444,Referal,6
Female,79,0,0,0,27393,0,0,One Year,Stayed,26,3754,Marketing Campaigns,2
Female,69,0,0,0,60352,0,0,One Year,Stayed,56,4045,Marketing Campaigns,2
Female,72,0,0,0,219,0,0,One Year,Joined,50,4432,Marketing Campaigns,2
Female,69,1,0,0,46544,1,9,One Year,Stayed,68,4053,Referal,6
Female,72,0,0,0,411514,0,0,One Year,Stayed,25,2415,Marketing Campaigns,2
Female,70,0,0,0,335114,0,0,One Year,Stayed,38,2276,Referal,6
Male,78,1,0,0,820425,1,1,Two Year,Stayed,68,4886,Referal,6
Male,77,1,0,0,977414,1,5,One Year,Stayed,75,5352,Referal,6
Female,73,0,0,0,22418,0,0,One Year,Joined,44,3805,Marketing Campaigns,2
Female,76,1,0,0,395114,1,10,One Year,Stayed,34,2677,Referal,6
Male,78,1,0,0,17716,1,7,One Year,Stayed,59,5655,Referal,6
Male,74,0,0,0,25195,0,0,One Year,Stayed,30,5322,Marketing Campaigns,2
Male,71,1,1,1,11111,1,9,One Year,Stayed,62,2844,Referal,6
Female,72,1,0,0,19964,1,10,One Year,Stayed,71,5523,Referal,6
Female,75,1,0,0,205519,1,5,One Year,Stayed,24,4763,Referal,6
Male,79,1,0,0,280613,1,4,One Year,Stayed,47,4621,Referal,6
Female,76,0,0,0,562818,0,0,One Year,Stayed,22,5348,Marketing Campaigns,2
Female,78,0,0,0,576023,0,0,One Year,Stayed,32,3509,Marketing Campaigns,2
Male,75,1,0,0,14802,1,5,Two Year,Stayed,64,4404,Referal,6
Male,66,1,0,0,90761,1,2,Two Year,Stayed,28,6270,Referal,6
Female,71,0,0,0,49339,0,0,One Year,Stayed,40,4086,Marketing Campaigns,2
Male,77,1,1,1,37804,1,6,One Year,Stayed,38,5479,Referal,6
Female,74,0,0,0,461219,0,0,One Year,Stayed,27,2416,Marketing Campaigns,2
Male,73,1,0,0,575615,1,9,One Year,Stayed,29,4001,Referal,6
Female,73,1,0,0,45133,1,4,Two Year,Stayed,54,4583,Referal,6
Male,78,1,0,0,433213,1,1,One Year,Stayed,32,2574,Referal,6
Female,79,1,0,0,670512,1,1,One Year,Stayed,24,2064,Referal,6
Male,77,1,0,0,41093,1,1,One Year,Stayed,39,5495,Referal,6
Male,77,1,1,1,86063,1,1,Two Year,Stayed,60,5168,Referal,6
Female,80,0,0,0,35615,0,0,Two Year,Stayed,45,5840,Marketing Campaigns,2
Male,80,1,1,1,129722,0,0,One Year,Stayed,66,4324,Marketing Campaigns,2
Male,80,1,0,0,467613,1,9,One Year,Stayed,25,4184,Referal,6
Male,74,0,0,0,702523,0,0,Two Year,Stayed,33,3155,Marketing Campaigns,2
Female,76,1,0,0,603018,1,6,One Year,Stayed,58,3906,Referal,6
Male,68,1,0,0,652225,1,3,One Year,Stayed,69,2631,Referal,6
Female,71,0,0,0,668922,0,0,One Year,Stayed,35,5720,Marketing Campaigns,2
Female,69,0,0,0,713413,0,0,One Year,Stayed,40,5569,Marketing Campaigns,2
Male,73,1,1,3,488110,1,1,One Year,Stayed,55,5248,Referal,6
Female,74,1,0,0,679721,1,7,One Year,Stayed,27,5722,Referal,6
Female,72,0,0,0,24694,0,0,Two Year,Stayed,75,5388,Marketing Campaigns,2
Female,70,0,0,0,490824,0,0,One Year,Stayed,30,5982,Marketing Campaigns,2
Male,74,0,0,0,35097,0,0,One Year,Stayed,77,5242,Marketing Campaigns,2
Male,80,0,0,0,372915,0,0,Two Year,Stayed,79,4295,Marketing Campaigns,2
Female,74,0,0,0,725112,0,0,One Year,Stayed,20,3568,Marketing Campaigns,2
Female,65,0,0,0,268211,0,0,One Year,Stayed,21,4327,Marketing Campaigns,2
Male,72,1,1,1,99788,1,1,One Year,Stayed,68,3384,Referal,6
Male,76,0,0,0,832921,0,0,One Year,Stayed,31,3104,Marketing Campaigns,2
Male,75,1,0,0,695215,1,7,One Year,Stayed,28,5581,Referal,6
Male,70,1,0,0,654925,1,1,One Year,Stayed,69,2302,Referal,6
Male,66,0,0,0,130720,0,0,One Year,Stayed,79,2399,Marketing Campaigns,2
Female,68,1,0,0,750313,0,0,Two Year,Stayed,56,5881,Marketing Campaigns,2
Female,69,1,0,0,24991,1,8,Two Year,Stayed,80,5933,Referal,6
Male,75,1,0,0,69195,1,3,Two Year,Stayed,61,6268,Referal,6
Female,74,0,0,0,39668,0,0,One Year,Joined,56,3545,Marketing Campaigns,2
Female,72,1,0,0,567118,1,4,Two Year,Stayed,30,4181,Referal,6
Male,65,0,0,0,478514,0,0,One Year,Stayed,31,2154,Marketing Campaigns,2
Male,70,1,1,3,425023,1,4,One Year,Stayed,70,4353,Referal,6
Male,65,0,0,0,35232,0,0,One Year,Stayed,64,2269,Marketing Campaigns,2
Female,66,0,0,0,21231,0,0,One Year,Stayed,38,2107,Marketing Campaigns,2
Female,70,0,0,0,125825,0,0,One Year,Stayed,56,4997,Marketing Campaigns,2
Male,77,0,0,0,625923,0,0,One Year,Stayed,50,2143,Marketing Campaigns,2
Female,72,0,0,0,750819,0,0,One Year,Stayed,77,4452,Marketing Campaigns,2
Female,67,0,0,0,39563,0,0,One Year,Stayed,49,2491,Marketing Campaigns,2
Female,77,0,0,0,48247,0,0,One Year,Stayed,34,5602,Marketing Campaigns,2
Female,73,1,0,0,663021,1,10,One Year,Stayed,37,5251,Referal,6
Female,66,1,1,1,99045,1,9,One Year,Stayed,35,2965,Referal,6
Male,80,1,0,0,28264,1,10,One Year,Stayed,69,2587,Referal,6
Male,76,1,0,0,948921,1,9,One Year,Stayed,27,2136,Referal,6
Female,80,0,0,0,484916,0,0,Two Year,Stayed,26,4011,Marketing Campaigns,2
Female,69,1,0,0,28585,1,1,One Year,Stayed,65,5325,Referal,6
Male,69,1,0,0,641926,1,2,One Year,Stayed,45,3418,Referal,6
Female,73,0,0,0,824219,0,0,One Year,Stayed,54,2660,Marketing Campaigns,2
Female,67,1,0,0,74609,1,5,One Year,Stayed,41,2701,Referal,6
Female,69,1,0,0,786820,1,2,Two Year,Stayed,59,4953,Referal,6
Female,80,1,0,0,482926,1,5,Two Year,Stayed,37,6144,Referal,6
Male,68,0,0,0,88837,0,0,One Year,Stayed,20,5090,Marketing Campaigns,2
Female,71,0,0,0,984516,0,0,Two Year,Stayed,25,5400,Marketing Campaigns,2
Male,74,1,0,0,175114,1,6,One Year,Stayed,41,2641,Referal,6
Female,69,0,0,0,217612,0,0,Two Year,Stayed,33,4994,Marketing Campaigns,2
Male,70,0,0,0,34521,0,0,One Year,Stayed,69,5527,Marketing Campaigns,2
Female,73,1,0,0,177916,1,1,Two Year,Stayed,29,5408,Referal,6
Male,73,1,0,0,308223,1,8,One Year,Stayed,66,2962,Referal,6
Male,65,1,1,1,246014,1,8,One Year,Stayed,28,5193,Referal,6
Female,65,1,0,0,52684,1,5,One Year,Stayed,50,5428,Referal,6
Female,67,1,0,0,624213,1,1,One Year,Stayed,66,4025,Referal,6
Female,72,1,0,0,478215,1,1,Two Year,Stayed,20,5089,Referal,6
Male,68,0,0,0,12829,0,0,One Year,Stayed,68,4022,Marketing Campaigns,2
Female,77,1,1,2,164118,1,1,One Year,Stayed,59,4848,Referal,6
Male,71,1,0,0,546117,1,1,One Year,Stayed,63,2040,Referal,6
Female,75,0,0,0,808921,0,0,Two Year,Stayed,70,4113,Marketing Campaigns,2
Female,70,1,0,0,446811,1,1,One Year,Stayed,37,2399,Referal,6
Male,77,1,0,0,154312,1,2,One Year,Stayed,74,5413,Referal,6
Male,76,1,0,0,650726,1,6,One Year,Stayed,24,5272,Referal,6
Female,67,1,0,0,922026,1,5,Two Year,Stayed,73,4291,Referal,6
Female,67,0,0,0,72322,0,0,One Year,Stayed,38,5715,Marketing Campaigns,2
Male,71,0,1,2,100414,0,0,One Year,Stayed,59,5693,Marketing Campaigns,2
Female,66,0,0,0,125119,0,0,One Year,Stayed,20,3828,Marketing Campaigns,2
Male,75,1,0,0,968111,1,5,One Year,Stayed,24,5987,Referal,6
Female,78,1,0,0,70053,1,2,Two Year,Stayed,29,4964,Referal,6
Female,74,1,0,0,238812,1,3,Two Year,Stayed,26,4796,Referal,6
Male,75,1,0,0,310816,1,3,Two Year,Stayed,25,5856,Referal,6
Female,71,0,0,0,67297,0,0,One Year,Stayed,73,3111,Marketing Campaigns,2
Male,66,1,0,0,42388,1,4,One Year,Stayed,33,4250,Referal,6
Male,79,0,0,0,26922,0,0,One Year,Stayed,76,5285,Marketing Campaigns,2
Female,69,0,0,0,565123,0,0,One Year,Stayed,71,3283,Marketing Campaigns,2
Male,70,1,0,0,87527,1,7,One Year,Stayed,66,4322,Referal,6
Male,69,0,0,0,689619,0,0,One Year,Stayed,48,4374,Marketing Campaigns,2
Female,68,1,0,0,905222,1,8,One Year,Stayed,39,4452,Referal,6
Female,66,1,0,0,24805,1,5,One Year,Stayed,23,6019,Referal,6
Female,67,0,0,0,680625,0,0,Two Year,Stayed,77,3288,Marketing Campaigns,2
Male,69,0,0,0,2223,0,0,Two Year,Stayed,67,4865,Marketing Campaigns,2
Female,73,1,0,0,604821,1,2,Two Year,Stayed,45,5467,Referal,6
Female,74,0,0,0,929019,0,0,Two Year,Stayed,28,3098,Marketing Campaigns,2
Female,70,1,0,0,22772,1,6,Two Year,Stayed,23,4951,Referal,6
Female,73,1,0,0,801626,0,0,One Year,Stayed,37,5572,Marketing Campaigns,2
Male,79,1,0,0,17283,1,9,Two Year,Stayed,63,6020,Referal,6
Female,74,0,0,0,48119,0,0,One Year,Stayed,69,5391,Marketing Campaigns,2
Female,74,1,1,3,281116,1,4,Two Year,Stayed,70,3937,Referal,6
Male,68,1,0,0,790514,1,2,Two Year,Stayed,74,5116,Referal,6
Male,75,1,0,0,995725,1,4,Two Year,Stayed,68,5611,Referal,6
Male,77,0,0,0,32234,0,0,Two Year,Stayed,26,4140,Marketing Campaigns,2
Male,75,0,0,0,329216,0,0,Two Year,Stayed,28,3175,Marketing Campaigns,2
